,keypoint_coords,keypoint_scores
21,"[[71.08599596245344, 386.868621972189], [39.13621263725813, 431.2978001644737], [37.31040617477062, 390.55008609899494], [53.18297568032908, 428.8086112720544], [64.53269168942474, 374.11916340367077], [165.46167382528617, 485.4627877559388], [128.85119025651798, 357.1047959031101], [316.9397226377975, 533.9273085890775], [286.37562192872514, 293.86136410909404], [386.6701279573662, 534.8885422117972], [405.3893918325735, 291.82701019579144], [419.5733233329862, 474.1042550556968], [411.9231670290925, 354.04217441686603], [604.5184408675793, 446.4783882980712], [591.4599290892136, 353.1931315882925], [741.628046828647, 417.59180972450656], [715.2083174683327, 342.0795962685033]]","[0.8939441442489624, 0.898828387260437, 0.9597609639167786, 0.3854311406612396, 0.5824068188667297, 0.9764313101768494, 0.18477049469947815, 0.9138354063034058, 0.970712423324585, 0.9554978609085083, 0.9428579807281494, 0.9944236278533936, 0.9541002511978149, 0.9820483326911926, 0.9644526243209839, 0.87735915184021, 0.9148426055908203]"
22,"[[73.08661616125772, 412.97520979739835], [38.38907507962959, 424.58042856608853], [36.89554320934207, 392.6989754763517], [53.3649762175804, 421.5354401072817], [63.46459827866666, 376.10241757625596], [168.08394285689954, 492.4389836434542], [163.6186656508335, 342.9966129868795], [315.88442185867666, 528.7778805089339], [324.2079655846884, 293.0227002230558], [400.97428051261016, 547.3270427211049], [385.895742283311, 306.3425865355861], [406.7145314771076, 481.37781754635165], [412.8305423758751, 361.416564649372], [596.6327503115632, 456.642120215311], [579.4883311959201, 344.0181458395634], [730.5472874752311, 414.73330265026914], [745.2437694460847, 385.70507578872605]]","[0.6986027359962463, 0.8718794584274292, 0.9467201232910156, 0.3902091085910797, 0.5930591821670532, 0.2946029007434845, 0.9576956033706665, 0.8876991868019104, 0.8389285206794739, 0.897566020488739, 0.8944877982139587, 0.6859027147293091, 0.9917699694633484, 0.950332760810852, 0.9091411828994751, 0.8662257194519043, 0.5857712030410767]"
23,"[[69.50037730017374, 389.53369140625], [39.75706153692201, 428.41677725029905], [37.51307270138763, 395.5046322471217], [53.49036416342092, 428.02540464264354], [65.62528698943382, 378.39770449405654], [167.76285473136016, 476.36709988972785], [127.18298322100972, 365.3620903343675], [322.42591609511265, 529.0618808874103], [281.5672363902247, 308.64462090451184], [372.63087609756826, 526.2773694490131], [402.95778718105583, 296.71964964798195], [418.7987534223601, 456.81574917295904], [413.6742380053498, 363.5543604216507], [596.7986230628435, 436.2306556519139], [584.1414100292117, 347.8123130980861], [732.4354383335557, 411.5873871579695], [717.6450854678487, 350.0458143316388]]","[0.9107853174209595, 0.8638850450515747, 0.9505876302719116, 0.3373843729496002, 0.6136815547943115, 0.8672533631324768, 0.206673264503479, 0.8707524538040161, 0.9109219312667847, 0.9011905193328857, 0.8623929023742676, 0.9903688430786133, 0.9390749335289001, 0.9684757590293884, 0.9238418340682983, 0.8785016536712646, 0.919228196144104]"
24,"[[74.02162463165993, 393.6148640755831], [41.60750216107036, 436.5414764550314], [36.452399142952856, 398.3386252371318], [56.364064150078356, 433.1173487029007], [67.43196434198424, 381.8958826384476], [173.87901128724565, 482.96538722572143], [129.7041709367619, 367.15282969497605], [316.0933429806731, 534.539015190453], [286.0577051916788, 304.0610485898251], [377.42017976627795, 537.55264209218], [404.67994246371956, 293.5341167906255], [418.3567431194838, 469.4346187901839], [410.4166638019473, 361.65396512410285], [599.4737916103629, 444.42758952601673], [589.9646304374518, 357.98413436378587], [735.9882299900055, 419.8104464152213], [720.0328244941179, 352.9188939144737]]","[0.9179528951644897, 0.9153199195861816, 0.9637532234191895, 0.43186914920806885, 0.6142781972885132, 0.3368600606918335, 0.2527145743370056, 0.9152165055274963, 0.9660231471061707, 0.9631514549255371, 0.9262148141860962, 0.9957498908042908, 0.9536632299423218, 0.9819647073745728, 0.9721781015396118, 0.9089348912239075, 0.9301601648330688]"
25,"[[76.20522796276003, 396.69028250224284], [42.23944304710211, 439.3212832218152], [36.06790844229765, 401.7422134910474], [58.39755719207054, 434.51059733851673], [67.43420037557912, 383.0602625796669], [172.29018344435582, 484.69267302152645], [131.25803162330806, 368.1116481945275], [314.1535743890807, 535.231492622047], [284.9896779171256, 303.61203426379336], [373.8312986063403, 538.7545849375748], [402.15743202386903, 296.6110713173898], [420.5040187780247, 470.345061817808], [409.2396637450817, 361.68214058761964], [604.0252883822419, 449.3216161408493], [588.1443605201189, 359.11861729964113], [736.766070493432, 434.85760410436603], [718.8792248437571, 353.38160464638156]]","[0.9154222011566162, 0.9152411222457886, 0.9649144411087036, 0.4363546669483185, 0.6067318916320801, 0.9954877495765686, 0.23352506756782532, 0.9176886081695557, 0.9689801931381226, 0.9654443860054016, 0.9305093884468079, 0.9953138828277588, 0.9440163969993591, 0.9828950762748718, 0.970702588558197, 0.9296901226043701, 0.9287653565406799]"
26,"[[74.9030690747638, 396.5286065060556], [42.347093892651934, 439.61224569658344], [35.6804699565089, 399.51752366061413], [58.63540188101835, 434.1125663501794], [67.18321032856787, 379.9278441798744], [172.58853961146156, 482.07250421697444], [132.08312172113463, 366.9262490888532], [317.4228570627612, 537.0056093936902], [286.7912848272989, 309.07258832283566], [395.43969110000967, 537.9036789305472], [408.8966924090718, 294.6091561568411], [424.76782148383387, 470.2221446060108], [415.30062176460444, 359.2210629111842], [606.9811263860659, 447.83846768465907], [593.8948090575462, 356.1168907932117], [742.1280617325805, 430.9394449480413], [724.7466856490735, 346.4140356328499]]","[0.9156357049942017, 0.915156364440918, 0.9615607261657715, 0.4620024859905243, 0.6229018568992615, 0.9955124855041504, 0.20092135667800903, 0.9141549468040466, 0.9678685665130615, 0.9396219849586487, 0.9162231683731079, 0.995394229888916, 0.9485000967979431, 0.9828331470489502, 0.975997805595398, 0.9146658182144165, 0.9252089262008667]"
27,"[[70.78605882511583, 430.4815294183612], [40.24314374701922, 438.50765830592104], [33.477901281312455, 399.6151309948789], [56.798226289970934, 432.22749116888457], [64.42422831335733, 379.43884452564293], [172.90206301489542, 479.78092029334255], [132.40562705106512, 364.8022986599133], [320.42077973831533, 537.6017826938173], [290.43424965614497, 307.9956989197069], [394.57486259105593, 533.9231003756728], [412.37521113905797, 295.7866177718605], [422.8295346089574, 460.55444160716957], [416.6695423957914, 357.5139709180622], [604.2668115039205, 439.5229679089414], [592.4029494884402, 353.54888185930025], [759.4596144210461, 439.47609641335225], [726.4749742774077, 344.52393746261964]]","[0.9841803312301636, 0.9136855006217957, 0.959368109703064, 0.4937154948711395, 0.6312326788902283, 0.9957080483436584, 0.2111956775188446, 0.9177428483963013, 0.9716392159461975, 0.9438273310661316, 0.91740882396698, 0.9947452545166016, 0.9597511887550354, 0.9801507592201233, 0.9794049263000488, 0.8678032755851746, 0.9287444353103638]"
28,"[[68.09931014304938, 429.28144975142044], [38.82379150390625, 439.43022951555025], [37.142747745957486, 409.094252882962], [54.069918876470524, 431.1537805584629], [61.61178934851358, 379.20571359150716], [174.76040534086007, 481.91831889905427], [134.23113747530206, 358.7807220020933], [323.78430335466254, 540.1524418735048], [289.9033145017402, 302.05083089582087], [400.16729756288754, 552.8713565808164], [404.9205963667049, 292.0655028785815], [427.0425825507142, 466.755508349843], [416.56452991241633, 354.91634971217104], [603.2642338774925, 440.2304266970694], [591.2609535926996, 350.4009221273176], [739.9111650348749, 424.9205374831788], [724.4422827432322, 338.8374175295305]]","[0.9842711687088013, 0.9127119779586792, 0.9557993412017822, 0.452016681432724, 0.6182000041007996, 0.9959815740585327, 0.2120896577835083, 0.8958653211593628, 0.9757057428359985, 0.8782770037651062, 0.9353847503662109, 0.9949709177017212, 0.9606260657310486, 0.9791487455368042, 0.9775272607803345, 0.9194389581680298, 0.9314491152763367]"
29,"[[72.13945752520894, 390.7407039660586], [40.15291506745095, 437.10568368720095], [35.37613633621571, 397.91309995514354], [56.32138425250386, 429.7001217198714], [65.96648681995481, 377.4492094049043], [167.3776207857354, 489.8550400437351], [150.2862366077512, 308.43429054369767], [319.2805411760197, 537.6733632064893], [288.446148096129, 298.09822447562334], [386.48244915452113, 534.562071293735], [402.92994698812794, 293.69279945866344], [424.37800996802576, 462.0933072760915], [418.5934422348821, 357.0801365318481], [603.9747823670854, 439.7753731029456], [593.1019209928292, 350.01501640064293], [743.8846283125323, 415.9324186042165], [725.5884420705396, 342.67927689985794]]","[0.9020286798477173, 0.8911952972412109, 0.9567079544067383, 0.4113156795501709, 0.6006308197975159, 0.8402527570724487, 0.22883743047714233, 0.9154195785522461, 0.971737802028656, 0.9428150653839111, 0.9200368523597717, 0.9947993755340576, 0.9612258672714233, 0.9764316082000732, 0.9729321002960205, 0.8746673464775085, 0.919469952583313]"
30,"[[72.85658814186274, 389.476592871561], [41.630429378775666, 435.8054129130532], [37.043858372887904, 394.29370661101274], [60.224995014279386, 426.75585587058913], [66.17021152585052, 369.31765323620664], [169.31834677762765, 480.86793671384385], [152.05677209898482, 305.50907408791863], [322.88763498705487, 536.6561028147428], [289.04872135783353, 303.4827842894924], [404.6462633887003, 535.1659747402064], [422.08843399757563, 292.20932098096637], [426.8993756216626, 469.56728994561155], [413.8495083964148, 354.93127266185707], [598.0355149646139, 441.4598996103095], [585.4730971580328, 347.2105006167763], [743.0354803828307, 427.8541908081639], [721.1579903003782, 334.04720616682863]]","[0.8982667922973633, 0.8858004808425903, 0.9576750993728638, 0.4070243835449219, 0.6222392320632935, 0.9810866117477417, 0.2589600086212158, 0.9126166105270386, 0.9752631783485413, 0.9447386264801025, 0.8975832462310791, 0.9953049421310425, 0.9587432146072388, 0.9775220155715942, 0.9719017148017883, 0.8876712322235107, 0.9285488724708557]"
31,"[[71.35493096639944, 384.1289085862739], [40.5530768993289, 428.5483211535586], [38.12883226261582, 388.1477136931351], [58.971625749454944, 428.63805159427335], [65.18803849331168, 374.12804708526465], [169.09108703080997, 471.58448433761964], [129.83379789840345, 355.70143704209033], [320.27810189890306, 534.7511488627018], [294.73104015616485, 289.6961058840227], [373.5107080770093, 536.1581085059061], [435.89817196823833, 311.44116561378587], [419.29058475827065, 463.4469940331564], [418.76656556129456, 354.4030119243421], [604.2906488817791, 446.21512527100776], [588.4704907439476, 346.7934932434958], [740.7045711542285, 426.83211185145035], [715.281249955643, 342.68658651689594]]","[0.8784247040748596, 0.8702550530433655, 0.9396858215332031, 0.40880703926086426, 0.5862095355987549, 0.9920021891593933, 0.19884976744651794, 0.8929966688156128, 0.9686472415924072, 0.9351037740707397, 0.4190139174461365, 0.9917656183242798, 0.9510915875434875, 0.970899224281311, 0.9397965669631958, 0.852359414100647, 0.9032845497131348]"
32,"[[68.14370328326558, 415.41940935490805], [38.822147546812545, 432.99861050108404], [35.32928670838822, 388.7326590068032], [56.05807397531909, 427.33917674379484], [60.704778538193814, 362.644440135317], [176.42404582888582, 470.68866492458505], [125.80291588361874, 347.6479533072294], [338.0954726463141, 532.9431531988263], [300.36121213158896, 278.3016646535773], [421.03054642677307, 535.8781995271381], [459.0733366677928, 302.97959031100476], [434.0352638821269, 450.7220254560407], [425.33236150686133, 351.3684724506579], [619.9290033163027, 441.39083059210526], [595.963404677635, 344.1535737982207], [754.9698652444885, 409.4633111543062], [730.2667495040007, 343.8665800687799]]","[0.9751162528991699, 0.8584024906158447, 0.9395084381103516, 0.41988182067871094, 0.6409779787063599, 0.9931085109710693, 0.12634900212287903, 0.8194668889045715, 0.9753203392028809, 0.936007022857666, 0.5606998205184937, 0.9868365526199341, 0.9657474756240845, 0.9690004587173462, 0.9485237002372742, 0.8114970326423645, 0.8904870748519897]"
33,"[[66.56825070048488, 408.9824198307603], [35.99907010100609, 420.8098985589862], [34.138337423635086, 378.1625030371561], [52.093715534653775, 426.9828365636214], [58.3296258615893, 353.2532672790819], [176.06152809497922, 462.9306278502542], [126.51643105440363, 340.20518325732655], [336.0422899113145, 522.921583549828], [280.5579349162967, 268.84457820910586], [366.93784323404003, 527.55645605936], [400.7153273515923, 279.3046372701106], [421.0907555679942, 447.00557142923896], [420.58317653245706, 352.7451744262111], [601.583095639251, 439.9080851431669], [589.7673083460609, 338.6107814369019], [742.4046842830126, 408.43039772727275], [726.844265460968, 349.6627413370963]]","[0.9786032438278198, 0.8634666800498962, 0.939626932144165, 0.41383230686187744, 0.6585317850112915, 0.9931373000144958, 0.18955522775650024, 0.8709469437599182, 0.9746661186218262, 0.9672796726226807, 0.8698916435241699, 0.9848648309707642, 0.976783037185669, 0.9663605690002441, 0.9560137987136841, 0.8322464823722839, 0.9170999526977539]"
34,"[[71.7141324420308, 394.8245330518513], [38.608804747115734, 410.4223866439892], [36.62110315367233, 369.51195529773474], [45.39811764206997, 446.06461666417465], [57.11678234366484, 330.5720950770036], [174.48548658504043, 478.79115273507585], [171.95788680675417, 313.8318834806743], [333.56394585897755, 515.9809138101824], [324.9385879871457, 257.7487518456564], [377.55654002344886, 519.52285693593], [379.9330343202103, 272.46041183836724], [420.5598204135895, 443.55076548015103], [422.3564465146425, 349.09579190340907], [592.7628154754639, 439.16520844235947], [590.4221607030825, 344.17138204620215], [741.5336799122566, 414.9970854982805], [734.7943037886953, 351.0062682229366]]","[0.979932963848114, 0.9011614322662354, 0.9581944346427917, 0.5162765979766846, 0.659015417098999, 0.27757343649864197, 0.9960154891014099, 0.892793595790863, 0.759197473526001, 0.9730134010314941, 0.9092071056365967, 0.9882358312606812, 0.9808739423751831, 0.977118730545044, 0.9774535894393921, 0.8462854623794556, 0.9213669300079346]"
35,"[[63.74436072416084, 397.84771932939594], [35.40691801559093, 409.9608615710975], [33.31963104425475, 375.1772531025718], [41.892709820769554, 441.80248789810105], [53.06230545043945, 327.9668459367524], [167.58070302564045, 476.8196054851039], [169.89880220280136, 306.5764738384046], [335.3452521035838, 503.80993418716355], [320.922041782113, 240.97620037754186], [403.9662351830061, 531.6880396792764], [400.04418974144517, 242.27327045641448], [416.0769159405731, 438.67565976375596], [419.9251685336579, 343.05928061453346], [591.3640000986499, 451.0171172949686], [590.3754968864973, 339.69620262036483], [741.0469378163648, 421.88569429388457], [729.141283722811, 342.45039214357803]]","[0.8557308912277222, 0.8752766847610474, 0.9527026414871216, 0.459900826215744, 0.6881279945373535, 0.3111060857772827, 0.9947571754455566, 0.9044892191886902, 0.7863478660583496, 0.9687730669975281, 0.9463893175125122, 0.9840468168258667, 0.9829680323600769, 0.9789091348648071, 0.98001629114151, 0.8438676595687866, 0.9353440999984741]"
36,"[[69.40328305266624, 399.08099160810406], [34.70449483117392, 408.1462834554426], [34.37940074122229, 370.84249396073193], [43.522356299466864, 437.77579421632026], [56.45788937945699, 327.12071176921353], [174.51800040311593, 476.8205399946733], [170.65997008390207, 302.8009821695574], [334.83076281880227, 503.2374331825658], [341.6660088827444, 264.3618993439743], [403.5216707628827, 540.874753523101], [386.09152749527334, 265.7269316312799], [413.9095144050066, 442.83522610459033], [424.5974953645884, 342.3094388970918], [588.5431618357813, 448.2924524334629], [587.6696411398955, 338.9496054033343], [737.5137292673421, 429.7987241608104], [722.7186409706293, 337.81123841208137]]","[0.8483154773712158, 0.884313702583313, 0.9561572074890137, 0.4939131736755371, 0.6947565674781799, 0.2860569357872009, 0.9955606460571289, 0.9073666930198669, 0.6553864479064941, 0.9722115993499756, 0.8982131481170654, 0.9876600503921509, 0.9843560457229614, 0.9823187589645386, 0.977766752243042, 0.8772832155227661, 0.9333313703536987]"
37,"[[72.79368316295535, 397.9283558238636], [36.48682146294173, 402.2080438787287], [36.51011400444563, 365.5944035726301], [46.0029332360556, 433.8463070518092], [57.51359957317973, 324.17172664660586], [174.78322548090026, 467.7658650521456], [172.6012472108353, 299.3267004569752], [337.2162138473156, 494.8707595168118], [330.38989932038066, 246.30128705330443], [416.1424954991008, 529.7892622514205], [372.9358805279399, 251.62348843077152], [405.49364296225616, 441.3947993374327], [421.7266598038895, 340.0164210853394], [583.0325200280478, 446.63983066686603], [586.6951871472736, 339.13308175556966], [741.0571180679077, 443.1585021680622], [728.9151900202729, 331.33155348198267]]","[0.8580282926559448, 0.864520251750946, 0.9547398090362549, 0.49805665016174316, 0.7341449856758118, 0.2805527448654175, 0.9961967468261719, 0.8852025866508484, 0.7481175661087036, 0.9723930358886719, 0.902370810508728, 0.9842511415481567, 0.9880328178405762, 0.9827592968940735, 0.9767947196960449, 0.8939749598503113, 0.9461410045623779]"
38,"[[74.65109013402186, 391.6944060257177], [34.21326659446539, 391.387252260053], [35.34686634152435, 352.61295592385613], [45.72301017406375, 436.46882417669707], [67.26707103640534, 346.5987005644438], [174.01914445744004, 469.0925181995739], [171.06281830543696, 299.0913792660362], [337.4733640094136, 497.39024331124773], [332.85142588060955, 235.283889405465], [413.16456327881923, 524.1290312406549], [378.08735865215925, 206.54196999289772], [411.39394196798634, 448.0596748607581], [423.81353736062385, 341.1637097226376], [581.8152138909628, 447.5690485758074], [586.0518582366234, 331.05810722095543], [736.2905606280926, 445.89209743664026], [731.6004136329474, 322.50122946415223]]","[0.8610106706619263, 0.8872967958450317, 0.9548579454421997, 0.5182021260261536, 0.6715471744537354, 0.2792899012565613, 0.9965442419052124, 0.8753994703292847, 0.7664915323257446, 0.9554030895233154, 0.9298984408378601, 0.9868762493133545, 0.9867470264434814, 0.9767546653747559, 0.9727754592895508, 0.9103313684463501, 0.9484551548957825]"
39,"[[71.84637335843819, 390.68112779462166], [33.27739520405614, 399.4791927063864], [32.920719501584074, 362.29931406997605], [41.2725474778996, 435.58852200302783], [65.43637679344, 352.10905960302034], [136.90561001799827, 439.08865458657294], [168.1551967443422, 303.67049367804276], [301.7431769481925, 498.76109146045155], [329.34313326103745, 236.827118065939], [423.30664399612783, 513.5770135176809], [378.6419831652974, 220.17600903670754], [412.1559554477071, 433.02369040165223], [412.34774886730105, 341.48337624289775], [578.742484868959, 449.1301672538502], [575.8295944568723, 329.3701960367449], [730.2915718389112, 434.90526993308913], [728.8253809906715, 321.28108120420904]]","[0.9782071113586426, 0.8721518516540527, 0.9531372785568237, 0.4864484965801239, 0.676902711391449, 0.4929325580596924, 0.9966636896133423, 0.9783392548561096, 0.8038328886032104, 0.8835172653198242, 0.934653639793396, 0.9826236367225647, 0.9888123273849487, 0.9653930068016052, 0.9606122970581055, 0.910047173500061, 0.9513940811157227]"
40,"[[73.44141485524732, 392.5280983938555], [34.33225507514421, 402.6206539464339], [33.65500773939976, 367.5152529483777], [44.64552857155024, 431.10092820162976], [55.56072971432708, 317.68773129111844], [137.0943312534066, 438.3337343936902], [172.73585643324742, 302.1671539744692], [293.7303505609202, 497.2540129885149], [326.1552674049555, 235.14895498467405], [416.46467723402867, 504.421141409988], [381.92032964839495, 228.32426664361543], [411.66652863524683, 430.1955636494468], [413.28648379791616, 340.21754214638156], [573.6476665762968, 442.76297683350776], [571.9536160313806, 320.28302790445576], [724.6001766337905, 434.87316952938096], [724.9160053563672, 319.11816756691087]]","[0.9750537872314453, 0.8792744874954224, 0.9635999202728271, 0.44944655895233154, 0.7343463897705078, 0.46707725524902344, 0.9971610307693481, 0.9762982130050659, 0.8004350662231445, 0.9024020433425903, 0.9316062331199646, 0.9849340915679932, 0.990841269493103, 0.9589816331863403, 0.9688087701797485, 0.9250301122665405, 0.9541314244270325]"
41,"[[75.90488770950672, 383.04691150428005], [35.235033168349155, 391.8600294350437], [35.84519949624705, 355.17635947779604], [49.62970414272575, 431.2374717310855], [67.82569521526958, 347.8523451517643], [176.70616398301237, 466.3694668272466], [171.5632237279138, 304.2249265241851], [325.15963408004404, 487.6111467717367], [314.98347038446474, 231.34145928341806], [399.1455609077631, 503.9745495079807], [399.31403501643695, 222.0903226861543], [404.1475727835367, 440.4772715591358], [414.87922391226124, 342.18197471217104], [572.8962900028672, 435.8854887017793], [570.3286368791447, 323.4452856328499], [738.7970137485238, 437.0923026783044], [730.2984610269236, 354.3783233496561]]","[0.9766795635223389, 0.906011164188385, 0.9614080786705017, 0.5249501466751099, 0.6801008582115173, 0.2849404215812683, 0.9969849586486816, 0.9082510471343994, 0.8581433296203613, 0.9383883476257324, 0.9359196424484253, 0.9884451627731323, 0.9886583685874939, 0.9608062505722046, 0.9663355350494385, 0.79441237449646, 0.6441839337348938]"
42,"[[77.60358668482581, 379.7094770367636], [34.115221245344294, 388.14150066466993], [35.16033075022143, 348.5409735720694], [49.76838231641193, 432.4725108169483], [65.1747608628384, 345.6353088086872], [146.43518208348473, 440.74134352104517], [170.2011485876039, 303.47800222880534], [294.0176257643589, 485.85711976557826], [325.0713894866234, 232.58091684733853], [422.72611928540607, 499.8356482400849], [403.82465646433275, 226.42352674566388], [417.93293129566104, 427.8973213451331], [415.710039515828, 340.63092829508076], [578.9229737215264, 429.590118262186], [576.1086640468864, 323.24426094310707], [740.2030568677326, 430.1385118402362], [734.902044784191, 350.48813523287976]]","[0.9748613834381104, 0.909518837928772, 0.9634943008422852, 0.5490903258323669, 0.6627789735794067, 0.42227688431739807, 0.9968807697296143, 0.9722044467926025, 0.8305997848510742, 0.8698298335075378, 0.9110828638076782, 0.9893128871917725, 0.9890745878219604, 0.9658995866775513, 0.9732295274734497, 0.750755786895752, 0.6672068238258362]"
43,"[[71.89502441051394, 395.00471927332535], [36.23685810177825, 396.7954688551323], [35.82909375567769, 359.74299234636663], [48.764453621797784, 434.0678967927632], [66.24289836439975, 347.1860631915371], [167.57994718329851, 467.80296070153634], [170.0351971027463, 300.76616935182415], [327.0458638390829, 488.956002413371], [328.4461751538654, 229.5158539548445], [415.05845853894255, 498.516448536558], [378.2589915519537, 236.602660548744], [403.5072042553924, 434.9407404119318], [416.43144497206043, 339.5233300313995], [575.5461157865303, 430.74261386999103], [578.1595540601154, 325.8915688546651], [739.9546870741733, 430.02357884457234], [740.9414203555085, 352.45417398699163]]","[0.8398302793502808, 0.9074830412864685, 0.9668793678283691, 0.49880295991897583, 0.6991370916366577, 0.27840858697891235, 0.9966480731964111, 0.9103043675422668, 0.8369333744049072, 0.9530251026153564, 0.9155557155609131, 0.9845086336135864, 0.9879072904586792, 0.9718658924102783, 0.974298894405365, 0.7935493588447571, 0.7115049362182617]"
